adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,softcore,name,vote_average,vote_count
False,/nFnzqHuiKF7mLjGb9GFKZ7SeuoB.jpg,"[10763, 10767]",3508,['US'],en,Anderson Cooper 360°,"Anderson Cooper goes beyond the headlines to tell stories from many points of view, so you can make up your own mind about the news.",74.8716,/xwlxWVjSTVcERt4GQ0kes8qrsbu.jpg,2003-09-08,False,Anderson Cooper 360°,5.4,9
False,/o0X11m9s7rmiJULBaV6A11hwxe2.jpg,"[35, 37]",953,['US'],en,Maverick,"The Maverick boys - Bret, Bart, Beau and Brent - are a clan of well-dressed dandies, gamblers who'd much rather make their money playing cards than messing up their fine clothing with actual work. Sly and clever, none of the Mavericks are much for acts of derring do, but they can be courageous when the situation calls for it. Most often, however, they live by their wits and considerable charm.",76.502,/psVbZjMHt9f9X7EIks9IQdCMZke.jpg,1957-09-22,False,Maverick,6.988,43
False,Tidak tersedia,"[35, 80, 18]",3229,['AU'],en,Number 96,"Number 96 was a popular Australian soap opera set in a Sydney apartment block. Don Cash and Bill Harmon of the Cash Harmon Television production company, produced the series for Network Ten, which requested a Coronation Street-type serial, and specifically one that explored adult subjects. The premise, original story outlines, and the original characters were devised by David Sale who also wrote the scripts for the first episodes and continued as script editor for much of the show's run. The series proved to be a huge success, running from 1972 until 1977. Number 96 was so popular it spawned a feature film version, filmed in December 1973. Number 96 was known for its sex scenes and nudity, somewhat risque at the time, and for its comedy characters. The series was the first Australian soap opera to feature an openly gay character.",71.704,/c7YQQAg2oX3RlHgdG4JBFn2HOHC.jpg,1972-03-13,False,Number 96,4.25,8
False,/azQGTV8qSvwefjy25UXieleGFX.jpg,[18],215709,['TR'],tr,Esaret,"Orhun is a successful businessman who was raised in a wealthy but loveless family along with his twin sister Nihan, younger sister Nurşah and their cold, distant mother Afife. Nihan left to do volunteer work as a doctor in Eritrea, but recently she has been impossible to contact, and her family is worried about her. While looking for his sister, he comes across Hira, a poor girl living the life of a prisoner at the hands of traffickers. When they find out that Nihan has been poisoned and killed by a local gang, Orhun breaks down. When it emerges that it was actually Hira who poisoned his sister, Orhun hatches an evil revenge plan. Meanwhile, Afife, their mother, has kept Orhun's father away since his childhood secretly. Orhun decides to marry Hira as revenge. Afife hates people of lower status and she’s obsessed with “pure blood”. Will this marriage imprison Afife , or will the couple find redemption after paying all their dues?",73.1679,/2lUypzrIpZ87Crg2yrJKIJ5N5Z9.jpg,2022-11-21,False,Redemption,6.5,11
False,/f3Wt7IReyUhjiYJP6Yfm5PClF9O.jpg,[10759],823,['US'],en,WWF Superstars,"WWE's flagship show of the early-90s featuring great in-ring action, news from the world of sports-entertainment, and more.",77.2073,/8HBxnzvx9OwJxA4OJ6TWjXNJthy.jpg,1986-09-06,False,WWF Superstars,7.2,9
False,/h6qWlFERbEgvppyAsiPWqcYG0LR.jpg,"[10759, 35, 80]",1516,['US'],en,The A-Team,"A fictional group of ex-United States Army Special Forces personnel work as soldiers of fortune while on the run from the Army after being branded as war criminals for a ""crime they didn't commit.""",73.8728,/p2qWJJ7Wyaq2xvgIHuBw4zVNBij.jpg,1983-01-23,False,The A-Team,7.499,1121
False,/8nkOWsMtWZvp7IGuYdVbJeoWzQx.jpg,"[10768, 18, 35]",918,['US'],en,M*A*S*H,"The 4077th Mobile Army Surgical Hospital is stuck in the middle of the Korean war. With little help from the circumstances they find themselves in, they are forced to make their own fun. Fond of practical jokes and revenge, the doctors, nurses, administrators, and soldiers often find ways of making wartime life bearable.",74.3602,/6rhuM3oMoEWKxAdrm7IyM8oq8cC.jpg,1972-09-17,False,M*A*S*H,7.94,771
False,/bhELjzqO7A7q6BZCu3puYiZ5YAv.jpg,"[10766, 18]",2254,['US'],en,Sunset Beach,"Sunset Beach is an American television soap opera that aired on NBC from January 6, 1997 to December 31, 1999. The show follows the loves and lives of the people living in the Orange County coastal area named Sunset Beach, on the coast of California. Although there is a town in California called Sunset Beach, the show's beach scenes were shot on nearby Seal Beach. The show was co-produced by NBC and Spelling Television.

Sunset Beach won two Daytime Emmy Awards and was nominated another eleven times. The show also received twenty-two nominations for various other awards.",69.9728,/b4wqMNq1v3oksZ1V88aemWxbx15.jpg,1997-01-06,False,Sunset Beach,6.122,37
False,/foGkPxpw9h8zln81j63mix5B7m8.jpg,"[10765, 18, 10759]",71912,['US'],en,The Witcher,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",69.1153,/AoGsDM02UVt0npBA8OvpDcZbaMi.jpg,2019-12-20,False,The Witcher,7.889,6905
False,/3jMCaxKK4r5A5gu196dCCrk5d6X.jpg,"[35, 10767]",562,['US'],en,The Ellen DeGeneres Show,"The Ellen DeGeneres Show, often shortened to just Ellen, is an American television talk show hosted by comedian/actress Ellen DeGeneres.",76.4727,/PhUYIGUUk1RzWq2Aw3TqH65McE.jpg,2003-09-08,False,The Ellen DeGeneres Show,5.587,179
False,/zJiWhsEYCy5BkFCBONoMnUunyZQ.jpg,"[18, 35, 80]",1424,['US'],en,Orange Is the New Black,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",76.2643,/ekaa7YjGPTkFLcPhwWXTnARuCEU.jpg,2013-07-11,False,Orange Is the New Black,7.649,2907
False,/g1IkuyEgTYqeUASaCkWqG8KxVur.jpg,[10763],274717,['DE'],de,MDR aktuell,,67.6916,/u2on02K66lrXULRlJryBwm3BX1c.jpg,2021-02-04,False,MDR aktuell,0.0,0
False,/zcQRmnySOmVqT6WRmdztbiA9vVk.jpg,[18],67192,['JP'],ja,New Japan Pro Wrestling,"New Japan Pro-Wrestling is a Japanese promotion founded by Antonio Inoki in 1972. Owing to its TV program aired on TV Asahi, it is the largest wrestling promotion in Japan and one of the largest in the world.",72.1038,/c6IZc3avqSgTzSXrrj9vV0EwRp.jpg,1972-03-06,False,New Japan Pro Wrestling,8.0,5
False,/5Uuuf2jpyNzzRClEsNFkcaKV0SM.jpg,[10767],115006,"['BE', 'FR']",fr,L'Invité,"The show features an interview with a famous personality from the world of politics, economics or culture.",74.2207,/gnKwgP94iH30UHamWrJ2ofk6mP9.jpg,2002-01-01,False,L'Invité,4.5,2
False,/r0XY7uSj6RrGzkg354rPE2Y5Noc.jpg,"[10751, 18, 35]",82991,['IN'],as,Bharaghar,"The Tele-serial BHARAGHAR revolves around a family and their various tenants. Based on the relationships between the house owner’s family and the families of the various tenants, the plot of BHARAGHAR is mainly comic and also encompasses the lives of a few neighbours. The different plots are actually a broader reflection of the urban Assamese society. Crisp dialogues and stand-out performances by the cast of the tele-serial has made it one of the most-watched TV serial in the history of Assamese television. Every episode is conceived with a view to providing viewers wholesome entertainment.",66.1166,/heR3ac5EBZL3QPwrFFNEUEt8F8U.jpg,2012-11-26,False,Bharaghar,8.0,1
False,/rNlYsPO8oqZrxedntqqzfyPJNzq.jpg,"[80, 18, 9648]",61056,['US'],en,How to Get Away with Murder,"A sexy, suspense-driven legal thriller about a group of ambitious law students and their brilliant, mysterious criminal defense professor. They become entangled in a murder plot and will shake the entire university and change the course of their lives.",74.722,/bJs8Y6T88NcgksxA8UaVl4YX8p8.jpg,2014-09-25,False,How to Get Away with Murder,7.809,1823
False,/wQoyCT75vPgWybLp4o11gatSFoJ.jpg,"[18, 35, 10766]",5522,['US'],en,Doña Bárbara,"Doña Bárbara is a Spanish-language telenovela produced by the United States-based television network Telemundo, Sony Pictures Television International and RTI Colombia. Edith González and Christian Meier star in this adaptation of the 1929 novel by Venezuelan author Rómulo Gallegos.",71.7606,/H8Gz2bG7p2lmbrtM6duGpkY7z8.jpg,2008-08-04,False,Doña Bárbara,7.814,752
False,/dYyWa9MDT4VMf5V1aHWdboYT6D9.jpg,[10767],111115,['FR'],fr,Sacrée soirée,,80.6662,/h2GaYY9A66LNbVlUb33rBnByEFU.jpg,1987-09-02,False,Sacrée soirée,5.7,5
False,/j55LbVtDKcnQDOhOymeB1w0B78a.jpg,"[18, 80]",4583,['DE'],de,Derrick,"Derrick was a German TV series produced by Telenova Film und Fernsehproduktion in association with ZDF, ORF and SRG between 1974 and 1998 about Detective Chief Inspector Stephan Derrick and his loyal assistant Inspector Harry Klein, who solve murder cases in Munich and surroundings.",77.7075,/5HPuyO4V3rcoMgPZmgcdKJrdXUI.jpg,1974-10-20,False,Derrick,6.028,53
False,/fZJs6xgU9dqIg9phIXjZAZOInzy.jpg,"[10765, 18]",103516,['US'],en,Star Trek: Strange New Worlds,"Follow Captain Christopher Pike, Science Officer Spock and Number One in the years before Captain Kirk boarded the U.S.S. Enterprise, as they explore new worlds around the galaxy.",71.6206,/97TTJuqiSMfU0DuXx1B4NG5QNP7.jpg,2022-05-05,False,Star Trek: Strange New Worlds,7.9,851
False,/iYJybW2JHqCOEPuMS1rnwMhbmc0.jpg,[35],77290,['KR'],ko,코미디빅리그,,63.6448,/cDVfraJA0rh7fHEQmkvg3ZvrBlJ.jpg,2011-09-17,False,Comedy Big League,0.0,0
False,/yx0sfeYOoXol2fjT22SXo9YyviI.jpg,"[18, 35, 9648]",270476,['US'],en,Widow's Bay,"The mayor of a New England town resolves to turn it into the next tourist hot spot, despite local warnings that it's cursed.",70.386,/5lcxWLVAEICkFpuAiV1aMy7ZZj3.jpg,2026-04-28,False,Widow's Bay,8.06,485
False,Tidak tersedia,[10763],27511,['GB'],en,GMTV,"GMTV is the name of the national Channel 3 breakfast television contractor/licensee, broadcasting in the United Kingdom from 1 January 1993 to 3 September 2010. It became a wholly owned subsidiary of ITV plc in November 2009. Shortly after, ITV plc announced the programme would end. The final edition of GMTV was broadcast on 3 September 2010.",70.0012,/peQ3blnogd6YXfjqPJOwMx1yOVK.jpg,1993-01-01,False,GMTV,5.8,14
False,/eoOvPxcMxJDeZsJdM5Ppbprd6OX.jpg,"[16, 10759]",124003,['CN'],zh,完美世界,"Born into a unique world where villages fight to gain power and control, the main character, Shi Hao, is a genius blessed by the heavens born under the poorest of conditions. His clan, however, has a mysterious past. To rise up and become the genius he is meant to be, the clan goes through every effort to aid his cultivation as they battle through fanatical monsters and engage in power struggles with other clans. His journey will bring him through unknown lands until he is able to become a person that can truly shake the world.",66.3966,/qy60bm9admmgpkmcPeW4BvRjjVm.jpg,2021-04-23,False,Perfect World,8.1,27
False,/gQYwrYJUf8Vq8biFFqkHCj4QsOk.jpg,"[18, 80]",512,['US'],en,Third Watch,"The exploits of a group of men and women who serve the City of New York as police officers, firemen, and paramedics, all working the same fictional 55th precinct during the 3pm to 11pm shift - the 'Third Watch'.",78.8142,/rWQmgNLdyZGIL6Xuo9ImL0Kh6wt.jpg,1999-09-23,False,Third Watch,7.933,239
False,Tidak tersedia,[10763],22073,['US'],en,Good Day Live,"Good Day Live was a nationwide talk show seen weekdays on FOX affiliates throughout the US.  Each FOX owned and operated station airs a separate Good Day program as part of its newscast. Some FOX stations air up to five hours on weekday mornings, up to three on weekend mornings, (and almost 50% of the programming on these stations contains a locally produced newscast of local news, traffic, national news, weather, sports, business, and public affairs.)",72.497,Tidak tersedia,2001-09-17,False,Good Day Live,3.8,5
False,/1xRfgONYmK3T6FSmbtcuo8eyxVt.jpg,[35],18347,['US'],en,Community,"Follow the lives of a group of students at what is possibly the world’s worst community college in the fictional locale of Greendale, Colorado.",72.8895,/3KUjDt8XY7w2Ku70UE0SECmv1zP.jpg,2009-09-17,False,Community,7.996,2177
False,/cyGlsIBtDAsaiGBTyrJgGPD2kMz.jpg,[80],40862,['DE'],de,SOKO Köln,"The SOKO Köln investigates the cathedral city with humor and often with hard work. Their cases take them into a variety of environments, from the Cologne clique to the terraced housing estates on the outskirts of the city.",74.3654,/jLwoCyFg0vFze0JIQIhItsAE4yR.jpg,2003-10-22,False,SOKO Köln,6.375,8
False,/8VXhcrl5z2I1zEU9X3pkkNrZlD.jpg,[18],65494,"['GB', 'US']",en,The Crown,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",73.203,/1M876KPjulVwppEpldhdc8V4o68.jpg,2016-11-04,False,The Crown,8.184,2423
False,/jfeLu7Mk2dy4nAsjS31qtH1N8Ki.jpg,[10764],104716,['CN'],zh,乘风破浪的姐姐,"A chinese variety show which features 30 female artists over 30 years old. Through three months of training and competition, with the help of a professional production team and audience votes, a select group ultimately debuts as a pop idol group. The show is the first ever to provide a stage for female artists over 30 and to create an anti-aging music girl group for the public.",64.3456,/y3ZzkYM26UZ536SzQIhIcswtdGO.jpg,2020-06-12,False,Ride the Wind,6.9,11
False,/cK5AbLFBY2JDoqEdVXk0697e2SV.jpg,[35],4608,['US'],en,30 Rock,"Liz Lemon, the head writer for a late-night TV variety show in New York, tries to juggle all the egos around her while chasing her own dream.",74.849,/eYYQWACx7ttUzRwTNYuo6zveqpE.jpg,2006-10-11,False,30 Rock,7.492,850
False,/aQTtua5pG490fMfeKgtYg5B853e.jpg,"[80, 18]",1438,['US'],en,The Wire,"Told from the points of view of both the Baltimore homicide and narcotics detectives and their targets, the series captures a universe in which the national war on drugs has become a permanent, self-sustaining bureaucracy, and distinctions between good and evil are routinely obliterated.",70.0341,/4lbclFySvugI51fwsyxBTOm4DqK.jpg,2002-06-02,False,The Wire,8.638,2824
False,/7LFFtIKFwowTTbasjqNpYCQHxB6.jpg,[10767],29082,['NL'],nl,De Wereld Draait Door,"Talk show hosted by Matthijs van Nieuwkerk containing a mixture of news, information, television bloopers and general entertainment.",67.4764,/usDvOyAmTaLXV25hL5zoCUS0Rz4.jpg,2005-10-10,False,De Wereld Draait Door,5.1,8
False,/gPJZKiqBU5OVPhalvNDkU6NF8jQ.jpg,"[16, 10759, 10765]",15804,['US'],en,Batman: The Brave and the Bold,"The Caped Crusader is teamed up with Blue Beetle, Green Arrow, Aquaman and countless others in his quest to uphold justice.",75.8745,/tv2mOIRcPP4H0DhOH84xPgqui7d.jpg,2008-11-14,False,Batman: The Brave and the Bold,7.639,292
False,/hYmHyUlJMQgeazELoHnORrEQ0vE.jpg,"[9648, 18]",12786,['CA'],en,Murdoch Mysteries,"A Victorian-era Toronto detective uses then-cutting edge forensic techniques to solve crimes, with the assistance of a female coroner who is also struggling for recognition in the face of tradition, based on the books by Maureen Jennings.",73.161,/gMXlZrd9iuPUdVQg9CTVXtLwnVV.jpg,2008-01-24,False,Murdoch Mysteries,7.694,304
False,/dgRGG6x56500Bd1n9KdkVpVgnkg.jpg,"[35, 18]",50895,['CZ'],cs,Ordinace v růžové zahradě,"Ordinace v růžové zahradě je původní český televizní seriál z lékařského prostředí, který vysílá televize Nova. Seriál se začal vysílat 6. září 2005. Nejprve vyprávěl životní osudy lékařů soukromé gynekologické kliniky, jejich příbuzných a přátel, od 15. ledna 2008 se seriál pod názvem Ordinace v růžové zahradě 2 zaměřuje na prostředí chirurgie, plastické chirurgie a pediatrie. Děj se odehrává ve fiktivní obci Kamenice.",70.2328,/lI0YdSKZXWG5DHcjpgILH9IqyZE.jpg,2005-09-06,False,Ordinace v růžové zahradě,3.4,7
False,/tgy96U61D9NwuHxIZartaBc0UMN.jpg,"[16, 18]",78471,['JP'],ja,ピアノの森,"A tranquil tale about two boys from very different upbringings. On one hand you have Kai, born as the son of a prostitute, who's been playing the abandoned piano in the forest near his home ever since he was young. And on the other you have Syuhei, practically breast-fed by the piano as the son of a family of prestigious pianists. Yet it is their common bond with the piano that eventually intertwines their paths in life.",60.7752,/3sN8KTZFC8ypxnIhjoiE8M6L2Pj.jpg,2018-04-09,False,The Piano Forest,6.5,42
False,/4BrWdbv2Cqe0zLqvNzkoednZQAb.jpg,"[80, 18]",94372,['US'],en,FBI: Most Wanted,"The Fugitive Task Force relentlessly tracks and captures the notorious criminals on the Bureau's Most Wanted list. Seasoned agents oversee the highly skilled team that functions as a mobile undercover unit that is always out in the field, pursuing those who are most desperate to elude justice.",73.4501,/uwTNBqFrEur3EtK8ofWbtGXMQOP.jpg,2020-01-07,False,FBI: Most Wanted,7.607,449
False,/gr45CCUujlK8r8HLe5xvw6FheDL.jpg,"[35, 10759, 16, 37]",85217,['IT'],it,Cocco Bill,"A hot-tempered, sharpshooting cowboy and his loyal steed traverse the vast Far West, stumbling onto wildly absurd adventures.",57.8374,/tBQW3F0X22vKnMtCFCnmmxLfZH2.jpg,2000-12-10,False,Cocco Bill,7.0,4
False,/fvNn1mQS4ecSph1QVSpKCQNyh47.jpg,[10767],9890,['US'],en,The Dick Cavett Show,The Dick Cavett Show has been the title of several talk shows hosted by Dick Cavett on various television networks.,74.8577,/uDkndfnwbEGeSY4YmZbTRg4U5RQ.jpg,1968-06-06,False,The Dick Cavett Show,6.8,22
False,/jdwwdMhPJKarEiNojEau5YV1drN.jpg,"[35, 10763]",797,['GB'],en,Have I Got News for You,"Hilarious, totally-irreverent, near-slanderous political quiz show, based mainly on news stories from the last week or so, that leaves no party, personality or action unscathed in pursuit of laughs.",68.4209,/gYrG6F8OXBa8C0Lfx10XaZsHKaw.jpg,1990-09-28,False,Have I Got News for You,7.1,82
False,Tidak tersedia,[80],14210,"['DE', 'XG']",de,Polizeiruf 110,"Polizeiruf 110 is a long-running German language detective television series. The first episode was broadcast 27 June 1971 in the German Democratic Republic, and after the dissolution of Fernsehen der DDR the series was picked up by ARD. It was originally created as a counterpart to the West German series Tatort, and quickly became a public favorite.",74.3287,/6ZZadTzWhvC6msfEm5G4F4IFgBY.jpg,1971-06-27,False,Polizeiruf 110,6.25,26
False,/yD7VWuvKUatSVPZwTAwazMAZ4C1.jpg,"[18, 10751, 35]",280926,['IN'],bn,Boron,"Righteous Tithi has to endure the harsh consequences of spoilt brat Rudrik's actions. but when two souls at war get untied in martrimony, will they find love?",67.6485,/qsh0JuM4CmjrmQQMIFDUtqqholJ.jpg,2021-04-05,False,Boron,0.0,0
False,/ymdCZck7hy7EDxUTR4Uq1MisfyX.jpg,"[18, 10765, 10759]",3137,['US'],en,Babylon 5,"Babylon 5 is a five-mile long space station located in neutral space. Built by the Earth Alliance in the 2250s, its goal is to maintain peace among the various alien races by providing a sanctuary where grievances and negotiations can be worked out among duly appointed ambassadors. A council made up of representatives from the five major space-faring civilizations - the Earth Alliance, Minbari Federation, Centauri Republic, Narn Regime, and Vorlon Empire - work with the League of Non-Aligned Worlds to keep interstellar relations under control. Aside from its diplomatic function, Babylon 5 also serves as a military post for Earth and a port of call for travelers, traders, businessmen, criminals, and Rangers.",69.4527,/td8O6KJQpN9ZRiuyFUILziXFMrk.jpg,1994-01-26,False,Babylon 5,8.027,622
False,/mofoDq8K1tvhSKE00NrlLkS7Mrg.jpg,"[35, 16]",709,['US'],en,Robot Chicken,"A series of pop-culture parodies using stop-motion animation of toys, action figures and dolls. The title character was an ordinary chicken until he was run down by a car and subsequently brought back to life in cyborg form by mad scientist Fritz Huhnmorder, who tortures Robot Chicken by forcing him to watch a random selection of TV shows, the sketches that make up the body of each episode.",70.7876,/x5O2W1JulF0TM16HEITgVNML3KS.jpg,2005-02-20,False,Robot Chicken,7.609,594
False,/lCcHy9g6lVpYaH3SoUXVWVQxPA5.jpg,[10764],33257,['CO'],es,Desafío,"Desafío is a reality show in which a number of participants should survive, live together, and compete in 4 different stages, for a big price in money. These contestants are grouped into three teams according to the theme chosen in each season. Social classes, generations, regions of the country and the degree of popularity are the elements used to give identity to these groups. Another one of the characteristics of the Challenge and which encloses the success of this format is that the conditions of life in this competition are not fair. While a group spends its day in a beach house with servants, exquisite delicacies (High Beach), the other group suffers the complete lack of accommodation and food (Low Beach). In this reality, as in real life, the teams would be able to exceed or fall on their comfort levels, depending on the performance in the territorial Challenges.",59.9277,/nGG0HGGTKXeSpeC4BJVzvXMJJSW.jpg,2004-04-28,False,Desafío,6.4,6
False,/gOyIKp7adMCzFrYjc5rxmt2PNhi.jpg,"[16, 35, 10765, 10762]",33765,"['US', 'CA']",en,My Little Pony: Friendship Is Magic,"Journey to the enchanted land of Equestria, where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.",71.3102,/uvCchgn7uUUE2MJfhzg39M4RaZW.jpg,2010-10-10,False,My Little Pony: Friendship Is Magic,8.18,773
False,/5CGM0vQpq0QBcslUXqoo0unlGPZ.jpg,"[10759, 16, 18]",46437,['JP'],ja,キングダム,"In the Warring States period, young orphan Xin vows to aid King Zheng of Qin in his quest to unify China by becoming a general himself.",67.6707,/dehuJJkKo50nYvCYppigrWejqLe.jpg,2012-06-04,False,Kingdom,7.667,60
False,/jcp0FyfdfNX9B0VwuGxNYHgJsUh.jpg,"[10751, 35, 18]",36771,['CA'],fr,Ramdam,"The ups and downs of the L'Espérance-Laporte-Carpentier, a large blended family made up primarily of young teenagers.",58.2792,/8YT45DIjyGawOR7ZoeQ3m8QZBCc.jpg,2001-09-10,False,Ramdam,7.333,3
False,/tT78TvxoSFEMQEqoqHJIw472yrF.jpg,"[80, 18]",2750,['GB'],en,Silent Witness,A team of exceptional forensic pathologists and scientists investigate heinous crimes and use their skills to catch the people responsible.,72.4196,/yRwf0yAZvYMfFLMonPusv6F256s.jpg,1996-02-21,False,Silent Witness,7.558,113
False,/zBIIyH8yfdlfvvpEiG9PLwoVXc6.jpg,"[16, 10759, 18]",40424,['JP'],ja,頭文字D,"Takumi’s job as a tofu delivery boy has turned him into one of the most formidable drivers around. Behind the wheel of his Eight-Six, he’s one with the road—and his life shifts into high gear when the underground street racing world takes notice. Drivers from across the region are lining up for a shot at the new guy. Takumi’s not just focused on winning—he’s out to prove he’s the best.",69.2018,/2TRN7AXN4rRJNIf1TLgIGRVlQZB.jpg,1998-04-18,False,Initial D,8.0,141
False,/q9yVRPakPnsIngnXwjW7F9GVcnD.jpg,[35],4589,['US'],en,Arrested Development,"The story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",68.928,/p4r4RD7RsNcJVoz0H6z3dBoTBtW.jpg,2003-11-02,False,Arrested Development,7.9,1755
False,/12OAXJqYazLGq70FJBv0IGjCHvY.jpg,[35],5822,['JP'],ja,SMAP×SMAP,"SMAP×SMAP was an ongoing weekly Japanese variety show on Kansai TV and Fuji TV starring the members of SMAP. The show began on April 15, 1996 and it aired from 22:00 to 22:54 every Monday. The show's usual ratings were higher than 20%, which is considered high since most variety shows range from 10-20%.

Each episode begins a variety of skits, comedic performances, and/or games.  These are followed by Bistro SMAP, in which the SMAP members compete against each other to impress celebrity judges with their gourmet cooking.  Last is a musical performance by SMAP which may include celebrity guests, as well.",66.5332,/oXogyT6WvyLYVrxjJfiXKuBN1Ov.jpg,1996-04-15,False,SMAP×SMAP,8.5,2
False,/u04AvxFIDgL9JSd9xoVNK3BoBEd.jpg,[35],39340,['US'],en,2 Broke Girls,"Comedy about the unlikely friendship that develops between two very different young women who meet waitressing at a diner in trendy Williamsburg, Brooklyn, and form a bond over one day owning their own successful cupcake business. Only one thing stands in their way – they’re broke.",71.5496,/wW1SDEoZ6pDfnSkVQuXwOo8ICep.jpg,2011-09-19,False,2 Broke Girls,7.2,1792
False,/cHII6sQ91q8H5EMONKCwCQMauCP.jpg,"[16, 35, 18, 9648]",46195,['JP'],ja,化物語,"Koyomi Araragi, a high school student, finds himself constantly encountering girls afflicted by supernatural ""oddities."" He dedicates himself to helping them, often with the aid of the eccentric specialist Meme Oshino. Each arc talks about a different girl's unique struggle and the mysterious cause of their affliction. The series explores themes of adolescence, personal growth, and the complexities of human relationships. It's known for its witty dialogue, stylistic animation, and unique narrative structure.",69.5876,/zCEjjb1NH3LLsWeZx47wOeqkezf.jpg,2009-07-03,False,Monogatari,8.071,533
False,/tPXHTm4Z48AMwLN43E7DYNxeQpT.jpg,"[16, 10765, 18, 10759]",107116,['CN'],zh,无上神帝,"Ten thousand years after his betrayal, Immortal King Mu Yun awakens in the body of a ""useless"" young man. With hidden alchemy skills and the Slaughter Immortal Diagram, he cures Qin Mengyao, uncovering her Ice Phoenix spirit. As their bond grows, jealous rival Dongfang Yu seeks revenge. Mu Yun embarks on a training journey—unaware assassins await their chance to strike.",57.6446,/8vmZErkbw5d5iwXHO23zVmvixOB.jpg,2020-05-18,False,Supreme God Emperor,7.25,8
False,/wY1US9I51xxkwDJXQp6ktmhfh2Z.jpg,"[9648, 80, 18]",78191,['US'],en,You,"A dangerously charming, obsessive man goes to extreme measures to insert himself into the lives of women who fascinate him.",68.4538,/oANi0vEE92nuijiZQgPZ88FSxqQ.jpg,2018-09-09,False,You,8.004,4083
False,/6FrVFsxsXujg7GJiBy1sw0Fdnji.jpg,[18],3750,['US'],en,Nip/Tuck,"Hotshot plastic surgeons Dr. Sean McNamara and Dr. Christian Troy experience full-blown midlife crises as they confront career, family and romance problems.",72.3307,/v5uEYpNbjGmJC59xqvmPW58aSTl.jpg,2003-07-22,False,Nip/Tuck,7.187,540
False,/iNt4CmfX70UlqFG6Ixxnhto3IOA.jpg,"[10767, 35]",72649,['US'],en,Hot Ones,The show with hot questions and even hotter wings invites a famous guest over to eat and then interviews them while they're struggling through the heat.,71.8688,/4uudasFgKCVQFNGqfanD6wEGVS1.jpg,2015-03-12,False,Hot Ones,7.109,78
False,/gJYZBM200Flldo6im3EEdXslR1j.jpg,"[16, 10759]",902,['JP'],ja,遊☆戯☆王デュエルモンスターズ,"Bullies often target someone frail and weak—someone exactly like Yûgi Muto. He treasures his Millennium Puzzle, an ancient Egyptian artifact that was brought into his grandfather's game shop. Believing that solving the puzzle will grant him his wish, he completes the puzzle, unleashing a new personality within him, the soul of the ""King of Games."" The new personality named Yami Yûgi is the exact opposite of Yûgi. Upon any injustice toward him, Yami Yûgi takes over Yûgi's body and forces the opponent into a ""Shadow Game"".",69.7352,/mM6c5ISlyKWtie2hGiZWo6hmlhU.jpg,2000-04-18,False,Yu-Gi-Oh! Duel Monsters,8.251,1053
False,/hiReFpcc4NZOZdbtyOYrcZ5vCv3.jpg,[35],2962,['US'],en,The Mary Tyler Moore Show,"30-year-old single Mary Richards moves to Minneapolis to start a new life after a romantic break-up. There she reacquaints with Phyllis who rents her a room, and meets her upstairs neighbor and new best friend Rhoda. Mary unexpectedly lands a job as associate producer at the TV station WJM, where she works alongside her bristly boss, Lou; the comical newswriter, Murray; and the newscast's often-incompetent anchor, Ted.",60.3054,/nFsgsmK7isjtdEVTL35mJEQZHuO.jpg,1970-09-19,False,The Mary Tyler Moore Show,7.657,89
False,/cckSh7WjbbecR3R0sjEyefmCzWo.jpg,"[99, 18, 10759]",70824,['CO'],es,La Niña,"A young woman who was part of the guerrilla group is now seeking a better life in the city. She wants to study medicine, to heal rather than harm, but she will face a challenge, because being part of outlaw groups always has consequences.",48.5863,/uzNOxyNt1WIXt9KBRKytiqQZ02y.jpg,2016-04-26,False,The Girl,7.739,245
False,/eQJwfyMqSra10ck8HOoiCrbQR32.jpg,"[80, 18]",66025,['US'],en,Animal Kingdom,"17-year-old Joshua ""J"" Cody moves in with his freewheeling relatives in their Southern California beach town after his mother dies of a heroin overdose. Headed by boot-tough matriarch Janine ""Smurf"" Cody and her right-hand Baz, who runs the business and calls the shots, the clan also consists of Pope, the oldest and most dangerous of the Cody boys; Craig, the tough and fearless middle son; and Deran, the troubled, suspicious ""baby"" of the family.",68.5436,/rzvdKrnSRKPFI0pgqMQknDPpRC9.jpg,2016-06-14,False,Animal Kingdom,7.786,571
